# file...... net_meter_output.csv
# date...... Thu May 11 18:42:22 2017
# user...... vagrant
# host...... (null)
# group..... class=triplex_meter AND groupid=F1_flatrate_meter
# property.. measured_real_power
# limit..... 0
# interval.. 60
# timestamp,F1_tpm_flatrate_B0,F1_tpm_flatrate_C1,F1_tpm_flatrate_C2,F1_tpm_flatrate_B3,F1_tpm_flatrate_B4,F1_tpm_flatrate_A5,F1_tpm_flatrate_B6,F1_tpm_flatrate_B7,F1_tpm_flatrate_A8,F1_tpm_flatrate_A9,F1_tpm_flatrate_C10,F1_tpm_flatrate_A11,F1_tpm_flatrate_A12,F1_tpm_flatrate_A13,F1_tpm_flatrate_C14,F1_tpm_flatrate_A15,F1_tpm_flatrate_A16,F1_tpm_flatrate_C17,F1_tpm_flatrate_C18,F1_tpm_flatrate_B19,F1_tpm_flatrate_B20,F1_tpm_flatrate_C21,F1_tpm_flatrate_B22,F1_tpm_flatrate_B23,F1_tpm_flatrate_B24,F1_tpm_flatrate_A25,F1_tpm_flatrate_A26,F1_tpm_flatrate_C27,F1_tpm_flatrate_A28,F1_tpm_flatrate_C29
2009-06-03 09:52:00 EDT,+1100.47683831,+1199.95196166,+916.632787823,+1587.58562919,+1111.16815765,+1465.08139943,+1307.09548091,+1198.37318427,+680.244749016,+728.541476438,+1047.57232141,+1062.20968061,+850.658642774,+832.486199031,+793.710746408,+1725.25960885,+1110.91247702,+1928.55314,+749.513243137,+2002.40475977,+2213.57802664,+2578.19152113,+1483.72845991,+2754.86858428,+648.440955449,+1244.00651024,+720.01283811,+1278.4186305,+828.505250543,+1520.93917798
2009-06-03 09:53:00 EDT,+1100.47085588,+1199.95171479,+916.632404911,+1587.5784823,+1111.16322685,+1465.07827127,+1307.08774409,+1214.53296218,+680.243082095,+728.540493283,+1047.57215667,+1082.77832131,+850.657013383,+832.483903923,+793.710570286,+1725.25611432,+1110.90943709,+1928.55232492,+749.513113087,+2002.39959003,+2236.28223972,+2578.19058109,+1483.72410936,+2754.85918676,+648.437108033,+1244.00362605,+720.009980072,+1278.41837925,+828.502336321,+1520.93884164
2009-06-03 09:54:00 EDT,+1100.4706726,+1199.95152792,+916.632110088,+1587.57827419,+1111.163116,+1465.07795364,+1307.08753444,+1214.5327619,+680.242933583,+728.540365769,+1047.5720335,+1082.77767346,+850.656838089,+832.483692474,+793.710436783,+1725.25577572,+1110.9091684,+1928.55169717,+749.513015286,+2002.39942114,+2236.28185391,+2578.18985955,+1483.72400021,+2754.85894791,+648.437013942,+1244.00332532,+720.009578129,+1278.41818959,+828.50194647,+1520.93858641
2009-06-03 09:55:00 EDT,+1100.47045477,+1199.94905697,+916.629032448,+1587.57802748,+1111.1629864,+1465.07775338,+1307.08728537,+1214.53252388,+680.242838509,+728.540289643,+1047.57114455,+1082.77721381,+850.656728676,+832.48355584,+793.70833844,+1725.25556078,+1110.90899436,+1952.99961638,+749.5123232,+2002.399225,+2236.28139522,+2578.18423032,+1483.72387331,+2754.85866981,+648.436902268,+1244.00313352,+720.009293452,+1278.41522281,+828.501671752,+1520.93513098
2009-06-03 09:56:00 EDT,+1100.47017146,+1199.94914657,+916.629101636,+1587.57770502,+1111.16281094,+1465.07821937,+1307.08696121,+1214.53221426,+680.243035019,+728.540537246,+1047.57122618,+1082.77744647,+850.657001399,+832.483819406,+793.708399923,+1725.25603279,+1110.90932208,+1952.99976298,+749.512379491,+2002.39895512,+2236.28079905,+2578.18443273,+1483.72369967,+2754.85828977,+648.436756653,+1244.003545,+720.009444661,+1278.41532179,+828.501836381,+1520.93524416
2009-06-03 09:57:00 EDT,+1100.46986179,+1199.94595857,+916.624811614,+1587.57735658,+1111.16263667,+1465.07835282,+1307.08660742,+1214.53187595,+680.243098341,+728.540588078,+1047.56957707,+1082.77775158,+850.657074337,+832.48391038,+819.061948665,+1725.25617599,+1110.90943795,+1952.99074919,+749.511100253,+2002.3986976,+2236.28014642,+2578.17515798,+1483.72353168,+2754.8579209,+648.436598434,+1244.00367277,+720.009633635,+1278.41175197,+828.50201877,+1520.93085719
2009-06-03 09:58:00 EDT,+1100.46953704,+1199.94600839,+916.62489008,+1587.57699122,+1111.16245414,+1465.07840958,+1307.08623642,+1214.53152116,+680.243126775,+728.540605426,+1047.56960993,+1082.77793211,+850.657104263,+832.483952374,+819.061986331,+1725.25623861,+1110.90949192,+1952.99091888,+749.511126338,+2002.39842804,+2236.279462,+2578.17535005,+1483.72335579,+2754.85753469,+648.436432522,+1244.00372923,+720.009745011,+1278.41180254,+828.502125129,+1520.93092522
2009-06-03 09:59:00 EDT,+1100.46919721,+1199.94604236,+916.624945236,+1587.57660894,+1111.16226334,+1465.07838966,+1307.08584819,+1214.5311499,+680.24312032,+728.540589289,+1047.56963182,+1082.77798803,+850.657091173,+832.483945382,+819.062012114,+1725.25622065,+1110.90948399,+1952.99103823,+749.511143911,+2002.39814638,+2236.27874578,+2578.1754843,+1483.72317198,+2754.85713106,+648.436258916,+1244.00371437,+720.009778783,+1278.41183683,+828.50215545,+1520.93097181
2009-06-03 10:00:00 EDT,+1100.46884161,+1199.94631782,+916.625329747,+1587.57620937,+1111.16206436,+1465.07644245,+1307.08544204,+1214.53076144,+680.241999208,+728.540100017,+1047.5697842,+1082.77539279,+850.656118353,+849.051807199,+819.062240104,+1725.25397624,+1110.9074219,+1952.9918524,+748.135837633,+2002.39785309,+2236.27799628,+2578.17634569,+1483.72298081,+2754.85671068,+648.436077387,+1244.00193728,+720.008248061,+1278.41213849,+828.500535804,+1520.93134999
2009-06-03 10:01:00 EDT,+1100.46829416,+1199.94629633,+916.625309859,+1587.5755807,+1111.16170235,+1465.07570185,+1307.08481489,+1214.53016299,+680.24167677,+728.53973532,+1047.56976566,+1082.77468069,+850.655692323,+849.051354105,+819.062224693,+1725.25321452,+1110.90686944,+1952.99180998,+748.135824589,+2002.39728249,+2236.27684558,+2578.1762906,+1483.72261635,+2754.85591512,+648.435794676,+1244.00126906,+720.007798643,+1278.41211512,+828.500080015,+1520.93132242
2009-06-03 10:02:00 EDT,+1100.46506056,+1199.94627174,+916.625275106,+1587.5717176,+1111.15903975,+1465.07534889,+1326.87802977,+1214.5264901,+680.241512043,+728.539593248,+1047.56974819,+1082.77396359,+850.655497456,+849.051106605,+819.062206339,+1725.25283916,+1110.90657141,+1952.99173499,+748.135811198,+2002.39455446,+2236.26973122,+2578.17620372,+1483.72028471,+2754.85087904,+648.433701716,+1244.00093477,+720.007353749,+1278.41208972,+828.499648739,+1520.93128935
2009-06-03 10:03:00 EDT,+1100.4646381,+1199.94624282,+916.62523394,+1587.57124942,+1111.15883533,+1465.07511753,+1326.87753939,+1214.52602876,+680.241402579,+728.539504028,+1047.56972774,+1082.7734484,+850.655370718,+849.050940591,+819.062184738,+1725.25259103,+1110.90637169,+1952.99164615,+748.13579549,+2002.39427451,+2236.26883907,+2578.17610093,+1483.72009653,+2754.85046416,+648.433487516,+1244.00071394,+720.007034531,+1278.41205988,+828.499340203,+1520.93125043
2009-06-03 10:04:00 EDT,+1100.46430906,+1199.94620956,+916.625186403,+1587.57088667,+1111.15868291,+1465.07500969,+1326.87715773,+1214.52566949,+680.241349337,+728.539468857,+1047.56970428,+1082.77313172,+850.655313296,+849.050856814,+819.062159878,+1725.25247295,+1110.90627158,+1952.99154355,+748.135777442,+2002.39407097,+2236.26814378,+2578.17598234,+1483.7199588,+2754.85015926,+648.433321158,+1244.00060778,+720.00683899,+1278.41202557,+828.499153047,+1520.93120562
2009-06-03 10:05:00 EDT,+1100.4640745,+1199.94617197,+916.625132486,+1587.57062992,+1111.1585823,+1465.07502475,+1326.87688587,+1214.52541343,+680.241352001,+728.539487343,+1047.56967782,+1082.77301469,+850.655324804,+849.050855031,+819.062131769,+1725.25248399,+1110.90627066,+1952.99142717,+748.135757069,+2002.39394307,+2236.26764769,+2578.17584793,+1483.71987062,+2754.84996327,+648.433202999,+1244.00061589,+720.006767794,+1278.41198682,+828.499087725,+1520.93115496
2009-06-03 10:06:00 EDT,+1100.4641749,+1199.94633315,+916.625315003,+1587.57076637,+1111.15874178,+1492.68796605,+1326.87700539,+1214.52552378,+680.238677413,+728.538011448,+1047.56980647,+1082.76510637,+863.245643755,+849.046896063,+819.062249362,+1725.24692134,+1110.90136804,+1952.99181889,+748.135850642,+2002.39424691,+2236.26785354,+2578.17632742,+1483.72005316,+2754.85035646,+648.433259799,+1243.99603898,+720.001997789,+1278.41215839,+828.494236603,+1520.93136597
2009-06-03 10:07:00 EDT,+1100.46430817,+1199.94638117,+916.625419262,+1587.57091249,+1111.15879934,+1492.68838894,+1326.8771599,+1214.52566927,+680.238866042,+728.538173208,+1047.56982922,+1082.76593085,+863.245874412,+849.047179322,+819.062287394,+1725.24735134,+1110.90170939,+1952.99204555,+748.135872139,+2002.39432041,+2236.26813536,+2578.17656955,+1483.72010392,+2754.85046894,+648.433327003,+1243.99642092,+720.002509296,+1278.41220395,+828.494732669,+1520.93143518
2009-06-03 10:08:00 EDT,+1100.46438859,+1199.94632672,+916.625372531,+1587.57099911,+1111.15882767,+1492.68865533,+1326.87725293,+1214.52575702,+680.238986045,+728.538268963,+1047.56978109,+1082.76651366,+863.24601806,+849.047362259,+819.062248565,+1725.24762254,+1110.90192918,+1952.99194613,+748.13583862,+2002.39435106,+2236.26830579,+2578.17643724,+1483.72012648,+2754.85051975,+648.433367181,+1243.99666296,+720.002870223,+1278.41214433,+828.495080901,+1520.93136581
2009-06-03 10:09:00 EDT,+1100.46441581,+1199.94616975,+916.625174912,+1587.57102603,+1111.15882682,+1492.68876617,+1326.87728414,+1214.52578665,+680.239037901,+728.538299314,+1047.56966199,+1082.76685311,+863.246075284,+849.047445248,+819.062132846,+1725.24773635,+1110.90202806,+1952.99152085,+748.13575003,+2002.39433912,+2236.26836405,+2578.17593071,+1483.72012113,+2754.85050923,+648.43338022,+1243.99676571,+720.003079573,+1278.41197945,+828.495280616,+1520.93115778
2009-06-03 10:10:00 EDT,+1114.90802453,+1199.94591016,+916.62482652,+1587.56283675,+1111.15418681,+1492.6861068,+1326.86852202,+1214.51789036,+680.23773715,+728.537451323,+1047.56947184,+1082.76329812,+863.244687756,+849.045540851,+819.061940201,+1725.24497097,+1110.89967333,+1952.99076996,+748.135606301,+2019.83580861,+2236.25310699,+2578.17505023,+1483.71583921,+2754.84117086,+648.42939612,+1243.99446695,+736.500547972,+1278.41170922,+828.4930811,+1520.93081102
2009-06-03 10:11:00 EDT,+1114.90784179,+1199.94517623,+916.623881957,+1587.56262309,+1111.15403956,+1492.68533768,+1326.86831085,+1214.51769282,+680.23741108,+728.537074509,+1047.56892139,+1082.76264122,+863.24424615,+849.045085464,+819.061397895,+1725.24419826,+1110.89911745,+1952.98873616,+748.135194715,+2019.83555812,+2236.25272906,+2578.17264088,+1483.71568438,+2754.84083447,+648.429301402,+1243.99378979,+736.500123239,+1278.41094059,+828.492655741,+1520.92983576
2009-06-03 10:12:00 EDT,+1114.90763114,+1199.9445388,+916.622918654,+1587.56239022,+1111.15392817,+1492.68487084,+1326.86806903,+1214.51746548,+680.237205551,+728.536883235,+1047.56848811,+1082.76185973,+863.243988129,+849.044781896,+819.060918358,+1725.2437254,+1110.89875068,+1952.98665466,+748.134855564,+2019.83539422,+2236.25229012,+2578.17026421,+1483.71557861,+2754.8406018,+648.429195374,+1243.99337068,+736.499626887,+1278.41028902,+828.492181123,+1520.92897054
2009-06-03 10:13:00 EDT,+1114.9074298,+1199.94397873,+916.622069194,+1587.56216767,+1111.15382182,+1492.68445193,+1326.8678379,+1214.51724819,+680.237021019,+728.536712115,+1047.56810836,+1082.76115321,+863.243756738,+849.044509122,+819.060496832,+1725.24330104,+1110.89842117,+1952.98481902,+748.134557962,+2019.83523781,+2236.25187057,+2578.16816988,+1483.71547767,+2754.84037974,+648.429094038,+1243.9929945,+736.499178209,+1278.40971687,+828.491752253,+1520.92820994
2009-06-03 10:14:00 EDT,+1114.89959573,+1199.94349582,+916.621333844,+1587.55340374,+1111.14916281,+1492.68408146,+1326.85858715,+1214.50875894,+680.236857751,+728.536561481,+1047.56778192,+1082.76052063,+863.243552298,+849.044267341,+819.060133236,+1725.24292597,+1110.89812926,+1952.98322984,+748.134301754,+2019.82882435,+2236.23547509,+2578.16635848,+1513.67958323,+2754.83084468,+648.424950321,+1243.99266155,+736.498776602,+1278.40922392,+828.491368721,+1520.92755374
2009-06-03 10:15:00 EDT,+1114.89941352,+1199.93864433,+916.614303686,+1587.55320212,+1111.14906644,+1492.68375781,+1326.85837793,+1214.5085623,+680.236714913,+728.536430293,+1047.56462324,+1082.75996502,+863.243373797,+849.044055909,+819.056383338,+1725.24259773,+1110.89787384,+1952.96813199,+748.131847494,+2019.82868255,+2236.23509546,+2578.14940322,+1513.67948724,+2754.83064328,+648.424858547,+1243.99237081,+736.498423858,+1278.40414484,+828.491031734,+1549.8322782
2009-06-03 10:16:00 EDT,+1114.89935591,+1199.93841814,+916.613917558,+1587.55314727,+1111.1490745,+1492.6834884,+1326.85831286,+1214.50850037,+680.236595796,+728.536322402,+1047.56448335,+1082.75948853,+863.243225561,+849.043878911,+819.05621052,+1725.24232459,+1110.89766022,+1952.96729571,+748.131732816,+2019.82872014,+2236.23497326,+2578.14847178,+1513.67950498,+2754.83068202,+648.424831627,+1243.99212841,+736.498121525,+1278.40391858,+828.490743417,+1549.83195751
2009-06-03 10:17:00 EDT,+1114.8992781,+1199.93867756,+916.614243633,+1587.55305696,+1111.14901431,+1492.68326259,+1326.85822303,+1214.50841628,+680.23649593,+728.536232332,+1045.09036549,+1082.75908515,+863.243101419,+849.043730278,+819.056442516,+1725.24209581,+1110.89748093,+1952.96796991,+748.131822121,+2019.82861887,+2236.23481218,+2578.14912359,+1513.67944045,+2754.83054553,+648.42479146,+1243.9919251,+736.497865635,+1278.4042209,+828.490499576,+1549.83232622
2009-06-03 10:18:00 EDT,+1114.89913867,+1199.93850241,+916.613976457,+1587.55289818,+1111.14892055,+1492.68308195,+1326.85806241,+1214.50826568,+680.236415795,+728.536161094,+1045.09024713,+1082.75875478,+863.243002318,+849.043610829,+819.056310586,+1725.24191237,+1110.89733681,+1952.96739249,+748.131729238,+2019.82846753,+2236.23452278,+2578.14846551,+1513.67934215,+2754.83033827,+648.424720185,+1243.9917624,+736.497656126,+1278.40404212,+828.490300022,+1549.83208224
2009-06-03 10:19:00 EDT,+1114.89893718,+1199.93835527,+916.613750762,+1587.55267069,+1111.14879327,+1492.68294749,+1326.85783054,+1214.50804809,+680.23635592,+728.536109352,+1045.09014813,+1082.75849549,+863.242928902,+849.043520971,+819.056199696,+1725.24177584,+1110.89722855,+1952.96690467,+748.13165138,+2019.82826639,+2236.23410408,+2578.14791027,+1513.67921043,+2754.83006062,+648.424617653,+1243.99164097,+736.49749185,+1278.40389209,+828.490143983,+1549.83187711
2009-06-03 10:20:00 EDT,+1114.89867378,+1199.93823625,+916.613566438,+1587.55237457,+1111.14863246,+1492.6828589,+1326.85752758,+1214.50776368,+680.236316135,+728.536076892,+1045.09006858,+1082.75830794,+863.242880964,+849.043460577,+819.056109887,+1725.24168571,+1110.89715593,+1952.96650619,+748.131588622,+2019.82801537,+2236.23355643,+2578.14745764,+1513.67904519,+2754.82971247,+648.424483917,+1243.99156061,+736.497373195,+1278.40377092,+828.490031719,+1549.83171094
2009-06-03 10:21:00 EDT,+1114.89811117,+1199.93798771,+916.613234911,+1587.5517296,+1111.14823466,+1492.68304848,+1326.85687898,+1214.50715586,+680.236395128,+728.536176588,+1045.08988597,+1082.75840017,+863.242991641,+849.043567881,+819.055925549,+1725.2418755,+1110.89728761,+1952.96579175,+748.13145074,+2019.82736304,+2236.23238971,+2578.14661858,+1513.67862452,+2754.82882451,+648.424195328,+1243.99172604,+736.497434453,+1278.40351194,+828.490097166,+1549.83137124
2009-06-03 10:22:00 EDT,+1114.89754682,+1199.93785166,+916.613000697,+1587.5511097,+1111.14795355,+1492.6766675,+1326.85623162,+1214.50654693,+680.233724071,+728.533235614,+1045.08980231,+1082.74806739,+863.239361871,+849.039655378,+819.055821485,+1759.44898184,+1110.89259808,+1952.96528441,+748.131382017,+2019.82696096,+2236.23121281,+2578.14605442,+1513.6783495,+2754.82824717,+648.423912206,+1243.98594304,+736.490844184,+1278.40337607,+828.483809793,+1549.83117809
2009-06-03 10:23:00 EDT,+1114.89706653,+1199.93781994,+916.612920032,+1587.55058296,+1111.14771797,+1492.67667868,+1326.85568078,+1214.50602872,+680.233729758,+728.533236423,+1045.08979085,+1082.74812463,+863.239367037,+849.039665379,+819.055795661,+1759.44899495,+1110.89260982,+1952.96510868,+748.131369329,+2019.82662659,+2236.230211,+2578.14587107,+1513.67812001,+2754.82776555,+648.423671449,+1243.98595389,+736.490880083,+1278.4033473,+828.483842946,+1549.83112949
2009-06-03 10:24:00 EDT,+1114.8966703,+1199.93789256,+916.612992912,+1587.55014939,+1111.14752792,+1492.6766526,+1326.85522646,+1214.50560123,+680.233719127,+728.533221571,+1045.08985161,+1082.74812361,+863.239351511,+849.039651449,+819.055848083,+1759.44896888,+1110.8925926,+1952.96526455,+748.131412684,+2019.82635996,+2236.22938428,+2578.14606853,+1513.67793604,+2754.82737966,+648.423473059,+1243.98593138,+736.490878924,+1278.40342564,+828.483840539,+1549.83122547
2009-06-03 10:25:00 EDT,+1114.89635812,+1199.93806951,+916.613219349,+1587.549809,+1111.14738342,+1492.67658929,+1326.85486866,+1214.50526446,+680.23369218,+728.533191059,+1045.08998458,+1082.74806431,+863.239315291,+849.039613588,+819.055978749,+1759.44890363,+1110.89254644,+1952.96575204,+748.13151208,+2019.82616107,+2236.22873265,+2578.14664681,+1513.67779761,+2754.82708952,+648.423317036,+1243.98587552,+736.490840706,+1278.4036111,+828.483802572,+1549.83146601
2009-06-03 10:26:00 EDT,+1114.89625202,+1199.93890823,+916.614266215,+1587.54970588,+1111.14738906,+1492.67629038,+1326.85474857,+1214.50515036,+680.233564659,+728.533048521,+1045.09062301,+1082.74776912,+863.239144712,+849.039433778,+819.056596519,+1759.44859505,+1110.89232734,+1952.96800445,+748.131986589,+2019.8262106,+2236.22850812,+2578.14933532,+1513.6778188,+2754.82713641,+648.423266961,+1243.98561152,+736.490650778,+1278.40449308,+828.483614699,+1549.83260257
2009-06-03 10:27:00 EDT,+1114.89619904,+1199.93955288,+916.615268775,+1587.54964776,+1111.14736299,+1492.67611386,+1326.8546878,+1214.5050932,+680.233486618,+728.532977827,+1045.09105255,+1082.74745702,+863.239047591,+849.03931782,+819.057083187,+1759.44840816,+1110.89218739,+1952.97017202,+748.132325954,+2019.82617355,+2236.22839761,+2578.15179528,+1513.67779339,+2754.82708308,+648.423240399,+1243.9854527,+736.490452747,+1278.40514887,+828.483425845,+1549.83350316
2009-06-03 10:28:00 EDT,+1114.89615505,+1199.94003231,+916.616028178,+1587.5495996,+1111.14734179,+1492.67597106,+1326.85463736,+1214.50504574,+680.233423344,+728.532921306,+1045.09136775,+1082.74719764,+863.238969197,+849.039223518,+819.057445953,+1759.44825672,+1110.89207364,+1952.97181445,+748.132576578,+2019.82614373,+2236.22830584,+2578.15365219,+1513.67777284,+2754.82703996,+648.423218369,+1243.98532407,+736.490288246,+1278.40563504,+828.483269167,+1549.83417482
2009-06-03 10:29:00 EDT,+1114.89612006,+1199.94034653,+916.616544438,+1587.54956141,+1111.14732547,+1492.67586195,+1326.85459725,+1214.50500799,+680.23337483,+728.532878952,+1045.0915686,+1082.74699097,+863.238909521,+849.039150864,+819.057684821,+1759.44814073,+1110.89198608,+1952.97293179,+748.132738463,+2019.82612117,+2236.2282328,+2578.15490609,+1513.67775716,+2754.8270071,+648.423200872,+1243.98522561,+736.490157267,+1278.40595161,+828.483144656,+1549.83461756
2009-06-03 10:30:00 EDT,+1114.89609406,+1199.94049553,+916.616817541,+1587.5495332,+1111.14731402,+1492.67578652,+1326.85456747,+1214.50497995,+680.233341073,+728.532850759,+1045.09165509,+1082.74683701,+863.238868561,+849.039099854,+819.057799781,+1759.44806017,+1110.8919247,+1952.97352401,+748.1328116,+2019.82610587,+2236.2281785,+2578.15555695,+1513.67774637,+2754.82698451,+648.423187911,+1243.98515732,+736.490059812,+1278.40609856,+828.483052313,+1549.83483136
2009-06-03 10:31:00 EDT,+1114.89613351,+1199.94000809,+916.616283761,+1587.54958162,+1111.14735584,+1492.67595316,+1326.85461333,+1214.50502265,+680.233410592,+728.532937971,+1045.09126101,+1082.74692234,+863.238965732,+849.039194474,+819.057445227,+1759.44822951,+1110.89204077,+1952.97237948,+748.132526282,+2019.82618138,+2236.22825953,+2578.15414285,+1513.67779321,+2754.82708376,+648.423208897,+1243.98530282,+736.490116318,+1278.40557765,+828.483112254,+1549.83418103
2009-06-03 10:32:00 EDT,+1114.89616763,+1199.9396077,+916.61567409,+1587.54961772,+1111.14736679,+1492.67598578,+1326.85465231,+1214.50505944,+680.233425748,+728.532947422,+1045.0909902,+1082.74701695,+863.238982712,+849.039218524,+819.057143736,+1759.4482653,+1110.89206946,+1952.97106191,+748.132313834,+2019.82619277,+2236.22833103,+2578.15264086,+1513.67780232,+2754.82710262,+648.423225692,+1243.98533295,+736.49017593,+1278.40516889,+828.483168036,+1549.83362345
2009-06-03 10:33:00 EDT,+1114.89617604,+1199.93926994,+916.615156597,+1587.54962531,+1111.14736382,+1492.67597758,+1326.85466175,+1214.50506845,+680.233423021,+728.532939709,+1045.09076273,+1082.7470477,+863.238977013,+849.039216345,+819.056889213,+1759.44825816,+1110.89206643,+1952.96994341,+748.132135025,+2019.82618344,+2236.22834895,+2578.15136748,+1513.67779749,+2754.82709218,+648.423229522,+1243.98532652,+736.490194932,+1278.40482442,+828.483184851,+1549.83315265
2009-06-03 10:34:00 EDT,+1114.89615871,+1199.93899482,+916.614731295,+1587.54960438,+1111.1473469,+1492.67592856,+1326.85464165,+1214.5050497,+680.233402415,+728.532914837,+1045.09057862,+1082.74701459,+863.238948639,+849.039187944,+819.056681669,+1759.44820808,+1110.89203168,+1952.96902401,+748.131989865,+2019.82615336,+2236.22831328,+2578.15032273,+1513.67777872,+2754.82705243,+648.423220383,+1243.98528355,+736.49017332,+1278.40454426,+828.483162694,+1549.83276866
2009-06-03 10:35:00 EDT,+1114.89611565,+1199.93878234,+916.614398177,+1587.54955493,+1111.14731604,+1492.67583873,+1326.854592,+1214.50500319,+680.233363931,+728.532872809,+1045.09043787,+1082.74691763,+863.238897594,+849.039133323,+819.0565211,+1759.44811508,+1110.8919652,+1952.96830368,+748.131878349,+2019.82610255,+2236.22822402,+2578.14950661,+1513.67774602,+2754.82698338,+648.423198279,+1243.98520404,+736.490111099,+1278.40432841,+828.48310157,+1549.83247145
2009-06-03 10:36:00 EDT,+1114.89604419,+1199.93880092,+916.614358738,+1587.5494738,+1111.14726895,+1492.67549207,+1326.85450971,+1214.504926,+680.233215803,+728.532708665,+1045.09047136,+1082.74656338,+863.238700076,+849.038923942,+819.056531035,+1759.4477568,+1110.89171019,+1952.96821551,+748.131896879,+2019.82602704,+2236.22807563,+2578.14944164,+1513.67769687,+2754.82687972,+648.423161809,+1243.98489761,+736.489883408,+1278.40435494,+828.48287695,+1549.83248807
2009-06-03 10:37:00 EDT,+1114.8959475,+1199.93879198,+916.614351713,+1587.54936512,+1111.14720964,+1492.67374831,+1326.85439851,+1214.50482161,+680.232477856,+736.281532512,+1045.09046328,+1082.74371108,+863.237714252,+849.037840621,+819.056524701,+1759.44593573,+1110.89040958,+1952.96820061,+748.131891295,+2019.82593432,+2236.2278746,+2578.14942121,+1513.67763597,+2754.82675125,+648.423112727,+1243.98332013,+736.488065973,+1278.40434508,+828.481142526,+1549.83247653
2009-06-03 10:38:00 EDT,+1114.8958271,+1199.93876424,+916.614317,+1587.54922994,+1111.14713724,+1492.67357082,+1326.85426004,+1214.50469161,+680.232399305,+736.281460154,+1045.09044219,+1082.74339561,+863.237616645,+849.037723907,+819.056504261,+1759.44574757,+1110.89026867,+1952.96812592,+748.13187561,+2019.82582195,+2236.22762421,+2578.14933211,+1513.67756173,+2754.82659502,+648.42305163,+1243.98316046,+736.487865808,+1278.40431591,+828.480951618,+1549.83243892
2009-06-03 10:39:00 EDT,+1114.89568243,+1199.9387177,+916.614254633,+1587.54906798,+1111.14705182,+1492.67343008,+1326.85409373,+1214.50453543,+680.232336875,+736.281403585,+1045.09040809,+1082.74313653,+863.237539472,+849.037630722,+819.056469725,+1759.4455982,+1110.8901563,+1952.96799151,+748.131849827,+2019.8256903,+2236.22732327,+2578.14917442,+1513.67747458,+2754.82641152,+648.422978336,+1243.98303361,+736.487701536,+1278.40426745,+828.480795255,+1549.83237527
2009-06-03 10:40:00 EDT,+1114.89551369,+1199.93865235,+916.614164583,+1587.54887932,+1111.14695336,+1492.67332577,+1326.85389977,+1214.50435326,+680.232290406,+736.281362601,+1045.09036096,+1082.74293446,+863.23748254,+849.037560945,+819.056421083,+1759.44548716,+1110.89007224,+1952.96779731,+748.131813941,+2019.82553924,+2236.22697216,+2578.14894808,+1513.6773744,+2754.82620059,+648.422892904,+1243.98293939,+736.487573518,+1278.40419968,+828.480673679,+1549.83228555
2009-06-03 10:41:00 EDT,+1114.89522022,+1199.93853691,+916.614009431,+1587.54854512,+1111.14675556,+1492.66848636,+1326.85356171,+1214.50403627,+680.23014509,+736.279349129,+1045.09027651,+1082.73536008,+863.234812114,+849.034410681,+819.056335396,+1759.44038127,+1137.6879487,+1952.9674629,+748.131750051,+2019.82521974,+2236.22636304,+2578.14855605,+1513.67716707,+2754.82576321,+648.422742895,+1243.97861788,+736.482760971,+1278.40407953,+828.476051021,+1549.83212762
2009-06-03 10:42:00 EDT,+1114.89492819,+1199.93841943,+916.61383772,+1587.54822396,+1111.14660844,+1492.66846644,+1326.85322668,+1214.50372115,+680.23013604,+736.27934214,+1045.09019483,+1082.73531259,+863.234801477,+849.034396726,+819.056247362,+1759.44035976,+1137.68793113,+1952.96709213,+748.131686794,+2019.82500812,+2236.22575413,+2578.14812961,+1513.67702269,+2754.82546005,+648.422596299,+1243.97859971,+736.482730976,+1278.40395878,+828.476022771,+1549.83196499
2009-06-03 10:43:00 EDT,+1114.894674,+1199.9352732,+935.769222828,+1587.54794474,+1111.14648182,+1492.66846183,+1326.85293509,+1214.50344688,+680.230133698,+736.279341702,+1045.08809919,+1082.73528905,+863.234799347,+849.034392608,+819.053840605,+1759.44035436,+1137.68792589,+1952.95725796,+748.130060574,+2019.82482701,+2236.22522404,+2578.13699446,+1513.67689881,+2754.8252,+648.422468776,+1243.97859524,+736.482716214,+1278.4006851,+828.476009138,+1549.82759262
2009-06-03 10:44:00 EDT,+1114.89445764,+1199.93514838,+935.769037606,+1587.54770746,+1111.14637568,+1492.66847253,+1326.85268696,+1214.50321345,+680.23013806,+736.279347813,+1045.08801243,+1082.73528945,+863.234805719,+849.034398323,+819.053747064,+1759.44036506,+1137.68793299,+1952.95686386,+748.129993373,+2019.82467636,+2236.22477276,+2578.13654122,+1513.67679542,+2754.82498301,+648.422360323,+1243.97860447,+736.482716673,+1278.40055682,+828.47601011,+1549.82741982
2009-06-03 10:45:00 EDT,+1114.89427913,+1199.93501987,+935.768846895,+1587.54751213,+1111.14629006,+1492.66849853,+1326.85248228,+1214.50302085,+680.230149125,+736.27936047,+1045.08792312,+1082.73531379,+863.234820592,+849.034413869,+819.053650766,+1759.44039186,+1137.68795242,+1952.95645807,+748.129924198,+2019.82455622,+2236.2244003,+2578.13607458,+1513.67671253,+2754.82480914,+648.422270943,+1243.97862741,+736.482732362,+1278.40042477,+828.476025697,+1549.82724192
