# bid_curve.csv
# Thu May 11 18:42:22 2017
# market
# market_id,timestamp,sort_index,bidder_name,bid_quantity,bid_price
# supply curve at 2009-06-03 09:05:00 EDT: 120.000000 total and 0.000000 unresponsive
13,2009-06-03 10:05:00 EDT,   0,market,120.000,0.059945
# demand curve at 2009-06-03 10:05:00 EDT: 51.721895 total and 51.721895 unresponsive
13,2009-06-03 10:05:00 EDT,   0,F1_Transformer1,-51.722,3.780000
# marginal quantity of 51.721895 kW (0.431016 %)
# curve cleared 51.721895 at $0.059945 with marginal_seller type
# supply curve at 2009-06-03 10:10:00 EDT: 120.000000 total and 0.000000 unresponsive
14,2009-06-03 10:10:00 EDT,   0,market,120.000,0.056546
# demand curve at 2009-06-03 10:10:00 EDT: 51.661116 total and 51.661116 unresponsive
14,2009-06-03 10:10:00 EDT,   0,F1_Transformer1,-51.661,3.780000
# marginal quantity of 51.661116 kW (0.430509 %)
# curve cleared 51.661116 at $0.056546 with marginal_seller type
# supply curve at 2009-06-03 10:15:00 EDT: 120.000000 total and 0.000000 unresponsive
15,2009-06-03 10:15:00 EDT,   0,market,120.000,0.056546
# demand curve at 2009-06-03 10:15:00 EDT: 51.932754 total and 51.932754 unresponsive
15,2009-06-03 10:15:00 EDT,   0,F1_Transformer1,-51.933,3.780000
# marginal quantity of 51.932754 kW (0.432773 %)
# curve cleared 51.932754 at $0.056546 with marginal_seller type
# supply curve at 2009-06-03 10:20:00 EDT: 120.000000 total and 0.000000 unresponsive
16,2009-06-03 10:20:00 EDT,   0,market,120.000,0.055459
# demand curve at 2009-06-03 10:20:00 EDT: 52.057537 total and 52.057537 unresponsive
16,2009-06-03 10:20:00 EDT,   0,F1_Transformer1,-52.058,3.780000
# marginal quantity of 52.057537 kW (0.433813 %)
# curve cleared 52.057537 at $0.055459 with marginal_seller type
# supply curve at 2009-06-03 10:25:00 EDT: 120.000000 total and 0.000000 unresponsive
17,2009-06-03 10:25:00 EDT,   0,market,120.000,0.055459
# demand curve at 2009-06-03 10:25:00 EDT: 52.205542 total and 52.205542 unresponsive
17,2009-06-03 10:25:00 EDT,   0,F1_Transformer1,-52.206,3.780000
# marginal quantity of 52.205542 kW (0.435046 %)
# curve cleared 52.205542 at $0.055459 with marginal_seller type
# supply curve at 2009-06-03 10:30:00 EDT: 120.000000 total and 0.000000 unresponsive
18,2009-06-03 10:30:00 EDT,   0,market,120.000,0.056682
# demand curve at 2009-06-03 10:30:00 EDT: 52.285512 total and 52.285512 unresponsive
18,2009-06-03 10:30:00 EDT,   0,F1_Transformer1,-52.286,3.780000
# marginal quantity of 52.285512 kW (0.435713 %)
# curve cleared 52.285512 at $0.056682 with marginal_seller type
# supply curve at 2009-06-03 10:35:00 EDT: 120.000000 total and 0.000000 unresponsive
19,2009-06-03 10:35:00 EDT,   0,market,120.000,0.056682
# demand curve at 2009-06-03 10:35:00 EDT: 52.279735 total and 52.279735 unresponsive
19,2009-06-03 10:35:00 EDT,   0,F1_Transformer1,-52.280,3.780000
# marginal quantity of 52.279735 kW (0.435664 %)
# curve cleared 52.279735 at $0.056682 with marginal_seller type
# supply curve at 2009-06-03 10:40:00 EDT: 120.000000 total and 0.000000 unresponsive
20,2009-06-03 10:40:00 EDT,   0,market,120.000,0.057770
# demand curve at 2009-06-03 10:40:00 EDT: 52.393723 total and 52.393723 unresponsive
20,2009-06-03 10:40:00 EDT,   0,F1_Transformer1,-52.394,3.780000
# marginal quantity of 52.393723 kW (0.436614 %)
# curve cleared 52.393723 at $0.057770 with marginal_seller type
# supply curve at 2009-06-03 10:45:00 EDT: 120.000000 total and 0.000000 unresponsive
21,2009-06-03 10:45:00 EDT,   0,market,120.000,0.058722
# demand curve at 2009-06-03 10:45:00 EDT: 52.515553 total and 52.515553 unresponsive
21,2009-06-03 10:45:00 EDT,   0,F1_Transformer1,-52.516,3.780000
# marginal quantity of 52.515553 kW (0.437630 %)
# curve cleared 52.515553 at $0.058722 with marginal_seller type
# supply curve at 2009-06-03 10:50:00 EDT: 120.000000 total and 0.000000 unresponsive
22,2009-06-03 10:50:00 EDT,   0,market,120.000,0.062257
# demand curve at 2009-06-03 10:50:00 EDT: 52.750380 total and 52.750380 unresponsive
22,2009-06-03 10:50:00 EDT,   0,F1_Transformer1,-52.750,3.780000
# marginal quantity of 52.750380 kW (0.439587 %)
# curve cleared 52.750380 at $0.062257 with marginal_seller type
# supply curve at 2009-06-03 10:55:00 EDT: 120.000000 total and 0.000000 unresponsive
23,2009-06-03 10:55:00 EDT,   0,market,120.000,0.064296
# demand curve at 2009-06-03 10:55:00 EDT: 52.936269 total and 52.936269 unresponsive
23,2009-06-03 10:55:00 EDT,   0,F1_Transformer1,-52.936,3.780000
# marginal quantity of 52.936269 kW (0.441136 %)
# curve cleared 52.936269 at $0.064296 with marginal_seller type
# supply curve at 2009-06-03 11:00:00 EDT: 120.000000 total and 0.000000 unresponsive
24,2009-06-03 11:00:00 EDT,   0,market,120.000,0.059130
# demand curve at 2009-06-03 11:00:00 EDT: 52.882037 total and 52.882037 unresponsive
24,2009-06-03 11:00:00 EDT,   0,F1_Transformer1,-52.882,3.780000
# marginal quantity of 52.882037 kW (0.440684 %)
# curve cleared 52.882037 at $0.059130 with marginal_seller type
